name,model,steps,prompt,strategy,use_wandb,batch_size,gen_length,ignore_pad,n_problems,output_dir,temperature,wandb_entity,wandb_project,use_confidence_weighting,_runtime,_step,_timestamp,_wandb,avg_diversity,avg_time,cumulative_at_1,cumulative_at_10,cumulative_at_11,cumulative_at_12,cumulative_at_13,cumulative_at_14,cumulative_at_15,cumulative_at_16,cumulative_at_2,cumulative_at_3,cumulative_at_4,cumulative_at_5,cumulative_at_6,cumulative_at_7,cumulative_at_8,cumulative_at_9,pass_at_1,pass_at_10,pass_at_11,pass_at_12,pass_at_13,pass_at_14,pass_at_15,pass_at_16,pass_at_2,pass_at_3,pass_at_4,pass_at_5,pass_at_6,pass_at_7,pass_at_8,pass_at_9,results_table,std_diversity,std_time
trial_140_orthogonal_projection_alpha64.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-53,0.0,,text_dpp,True,3656.0,0.0,1770564621.4793687,{'runtime': 3656},0.1565489737689495,18.272516210079193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.785,0.79,0.79,0.815,0.815,0.815,0.82,0.685,0.715,0.745,0.755,0.765,0.775,0.78,0.785,"{'_latest_artifact_path': 'wandb-client-artifact://nilowxg9gre5wwk22ue8ewokfdul2y370c7rxvmymglop4ieqcfbqf7ctqwmrthprkof0kjg7gdkcwsm80ez4866dkkxw6318hllm6lieje99c8lkzpr33xpfo3k1vmg:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://1duivyjubg2jjzhf9068sv64587igb6wd884q38ibxp5n37c8ogbytsu098fie7tsqc04d2zb1jkjpa4tltta11z83u7zkb7ooblbcnniaz1cfih9lregi4z1p8heiyk/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_05e4efd89d3127515519.table.json', 'sha256': '05e4efd89d312751551913a05c7c551e1e41e03704de833ca7cdfee5f6631ce8', 'size': 1424734}",0.0957843480886531,2.280153767436053
trial_141_orthogonal_projection_alpha64.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/17-00-51,0.5,,text_dpp,True,4231.0,0.0,1770566625.6053908,{'runtime': 4231},0.17636792227625847,21.14350802063942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.85,0.855,0.855,0.86,0.86,0.865,0.865,0.69,0.76,0.79,0.815,0.82,0.83,0.84,0.84,"{'_latest_artifact_path': 'wandb-client-artifact://r67hn9hz2upp7gnj054n6beyxk5hufn9rv4vcpb41alphtjnql8n0hc0jez2i6i5te2zkhm6mf413uli1mhdh83xffd5pvj0sdp9hsn6do2osvez0iutlm23qle6drtk:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://i3eq04fxd85jyt60wkrj8uuqnc6dxojmubbp1eelg6lurcy60y9q8hqi86kt2czx6m8qk9o38z8koj3sjg5mbthtzxwkttbfqe16ntohpvd6jo8pr6ib9byya8x5b5sb/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_1c81a7185a328fd1d898.table.json', 'sha256': '1c81a7185a328fd1d89810effb4c512ff7b59f0562bf3985f4353fd744938376', 'size': 1422772}",0.1002847304979096,2.692682051317399
trial_142_orthogonal_projection_alpha64.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-01,1.0,,text_dpp,True,5023.0,0.0,1770568604.717179,{'runtime': 5023},0.189493151307106,25.05591806769371,0.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.5,0.81,0.815,0.815,0.815,0.82,0.84,0.84,0.645,0.685,0.73,0.77,0.78,0.785,0.79,0.8,"{'_latest_artifact_path': 'wandb-client-artifact://t5vcsd16cp9l1miyh6ioyleza8d0l5rh1m6ngruw70ny7qj73ygm0j0wfc4of7lwyafe5yadlaewn58cfldor83vl4tobo7pze5c9j5no1momwjkvayvzk91dfj82h6f:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://qec927enm1r3vym8q39lf6ld9oxt4fhq9hsvarib8vfpv95npedysriy82koi0gn6a0d6e60y8ab3xgd0yqavcdcbsupws9tuzoa3z24jhg5tectkgztwcslkovolut1/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_cac9371fe669a42a93b3.table.json', 'sha256': 'cac9371fe669a42a93b34216ecd81d73481cb324aee5106dc6c3cc1b9d147a48', 'size': 1418051}",0.08969771859190855,2.66223259163124
trial_143_orthogonal_projection_alpha64.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-53,1.5,,text_dpp,True,4257.0,0.0,1770568884.9005537,{'runtime': 4257},0.2087474337220192,21.274645849466324,0.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.48,0.83,0.845,0.85,0.87,0.875,0.875,0.875,0.64,0.705,0.72,0.765,0.79,0.805,0.82,0.825,"{'_latest_artifact_path': 'wandb-client-artifact://75uoy55k9faarwufhdv4u2jozgbg612pdn2isrm28ctgi2ngm1fsl6qc8t1ad74ffz84410lxr5lirpwuw6j65y1iyq8qi6bz9xgqnqeq3t4goye63r2bx1bujnsruwj:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://reak3taaseh4gudcgemk0jeobqx1qtk2n4r50l9txb8vwgkoelazvt4md9qui2z90uqjebh0v1nt5ln00atqgujkaaapp3ukq9e72udy9p015v3mkic0i886it696rbk/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_68ae6a3f3630d326cefd.table.json', 'sha256': '68ae6a3f3630d326cefdb9b73e8a2ada7e4bbe1b30bcbdc4ac96c055bcaa3136', 'size': 1409737}",0.11875885097973583,2.7092850296099784
trial_144_orthogonal_projection_alpha64.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/17-00-51,2.0,,text_dpp,True,4238.0,0.0,1770570869.9771218,{'runtime': 4238},0.2609779900312424,21.180400117635727,0.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.305,0.835,0.835,0.84,0.85,0.85,0.85,0.855,0.495,0.625,0.69,0.72,0.76,0.795,0.81,0.83,"{'_latest_artifact_path': 'wandb-client-artifact://myue3cxjycys6pi9qx5expcjxkk8u9tsosys976irysdpd1i7pyrhdo7pckqo701ucemwssde8k66w8gf6vjs43ehcmtxhkzaur8ktdmxoris1knwi9znyvwga62rq1t:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://c8kzp78hosw3ms5k9vka44sa9mtj1nl9uwgsbi180tt2sj57c4d1m296x8ihdggzcmzsuyzz1tu1hxchx8w0zd71ssxu3alyv7jb9ebtz1lruk7yajh1tguo9vldi5gl/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_d11ccedc7cc6f7d91b0f.table.json', 'sha256': 'd11ccedc7cc6f7d91b0fc7c8cf6125961344b23a3f2e240b5cb10e4b4b451273', 'size': 1425205}",0.1040445080248539,2.6977402428562107
trial_145_orthogonal_projection_alpha128.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-01,0.0,,text_dpp,True,4421.0,0.0,1770573055.561263,{'runtime': 4421},0.16678310692310333,22.041919637918472,0.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,0.61,0.82,0.835,0.84,0.85,0.85,0.85,0.86,0.695,0.73,0.76,0.78,0.795,0.8,0.81,0.815,"{'_latest_artifact_path': 'wandb-client-artifact://4wwd11mmhl7xlkh34vbfkq25eavsk049w5jk9kjojzr3s2rl7u3ht6cdnmh0uxafw5mjpgx5eo378howxtxyhi4ld4643opsrlltnxp2et86zaf4c3cyj8yp4089u3ab:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://5u5ev7zs4mg634opwbamaarsazlm6c7qjzwno5jvk4vlnm8oosbwlb8gmq6qm8fm0zx7y2et1lvtcasbzvs5ge7loz3ku3v3mii3kfbc4q8uw6z6xa8h3mmemsyi88ub/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_58452aa68250ce80b0d3.table.json', 'sha256': '58452aa68250ce80b0d30a42d9a18ffa046250bafb6431b827e84ab022e9a573', 'size': 1415331}",0.09509636760485277,2.2031338336767927
trial_146_orthogonal_projection_alpha128.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-53,0.5,,text_dpp,True,4023.0,0.0,1770572915.7294178,{'runtime': 4023},0.1720827688276768,20.1071106338501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.845,0.845,0.845,0.85,0.855,0.855,0.855,0.69,0.765,0.795,0.82,0.82,0.835,0.835,0.84,"{'_latest_artifact_path': 'wandb-client-artifact://mmm78wv1h8y085qu0xvgu352oovl88i8fbofjiqburnjwg7oce84waplduop90w4q01hxyiys2a28d8xxu7mgqh78mqcuun3k82fhv4rlvkkobgp9pjy90e1y2lioroe:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://piboopn9cmuhfz6ph4z0988fsvbv4249py0304xasrwo52x9dmgholn7ksmku3y6z6es6w75uh8k84eek944zg8ia80grodeihkdu4vgmttqwcvbphg0pjt79uu8y70a/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_d9d0eece2dd65de03f5c.table.json', 'sha256': 'd9d0eece2dd65de03f5c4288df0f2b2c1e326e567ab89ac5715b48d4dd0dc38d', 'size': 1420288}",0.09874838203156391,2.5533202002762283
trial_147_orthogonal_projection_alpha128.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/17-00-51,1.0,,text_dpp,True,4240.0,0.0,1770575116.6156013,{'runtime': 4240},0.1905773875117302,21.192357348203657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.8,0.815,0.825,0.83,0.84,0.845,0.845,0.655,0.7,0.735,0.76,0.775,0.785,0.79,0.79,"{'_latest_artifact_path': 'wandb-client-artifact://07rib9tj2dbupv5gcsj83x2o3mqzqbjoikxhbmn9re2bkg2g2ncqwce5dnl6vbtjtzkcorytjck3ijhd0m7aew9t1pot56qzpcqa53xbpeil7yt07xansf8ig4ya4jv6:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://q4d66bgxwbvx6do4vngufm35mhl0o4dnf1ltetssv27srtrxgo2ocmzm3yae3w5c8i1q14cj7li2bvb9ta0x1fik4lrqgj51sqz4x2e9fw7tvryfkl2y61fwm3sxqysp/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_078cae7af9c357d73729.table.json', 'sha256': '078cae7af9c357d737299c221aec6b1430f11d9cbd3640314d21b319818d9cb8', 'size': 1415993}",0.10508579889593996,2.6763556867635123
trial_148_orthogonal_projection_alpha128.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-53,1.5,,text_dpp,True,4259.0,0.0,1770577181.32399,{'runtime': 4259},0.21328333094716073,21.287261818647384,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.83,0.835,0.835,0.84,0.84,0.855,0.855,0.605,0.695,0.735,0.75,0.785,0.805,0.815,0.82,"{'_latest_artifact_path': 'wandb-client-artifact://mxydhxs0a5fduc84o6ldzv6bly91xqxa10uxhlxkekiit8cng7jun93kxieur2merctpnmbjswmah5aqtgeuog6woyyttfkao3u7a0jj0opnxjrhesxqc2z1dzeqqw48:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://lyryacc87uus29i9jb2xcrlx4crknrkwljvkvxti9zul11xzphjsf1sq8xebf6ml7ajvwogwo9gv4bu1j950o6vht4rhd6odyxfr7xcgckfqh5r7hz9n51il4p3b9lmk/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_7eeb2dcf39cd0bac71f9.table.json', 'sha256': '7eeb2dcf39cd0bac71f9f6e8dc6e43dedd4e015963d23c4b2ef277bf2e0d1291', 'size': 1405206}",0.1183957994593225,2.7444645975359796
trial_149_orthogonal_projection_alpha128.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-01,2.0,,text_dpp,True,5024.0,0.0,1770578110.4864297,{'runtime': 5024},0.25752817749977114,25.059495404958724,0.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,0.285,0.83,0.835,0.84,0.85,0.855,0.855,0.865,0.505,0.6,0.685,0.73,0.77,0.785,0.8,0.81,"{'_latest_artifact_path': 'wandb-client-artifact://pdxxzmv9lhgnehpregqi4s83iftmi3wmdqq4lflin4ur6ti2ju2f04h6vycez3ljg1fhdmogzx57ohl8lje371fmzanh32rpbislydiog02vddapz20822zmgxd76wvx:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://hp8zgacbn4au704mtieyqe5biyyqm5owo7001573owgtbdrdz2d39bf198hbii2vxtrzn9rdek7pzsu4d13bimz9hee5sutxeho7ui4hhqojy4qxuf3mtt0uwy2w64pl/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_e9832c0862241f07ea09.table.json', 'sha256': 'e9832c0862241f07ea09838fc28a9f59bb5f2062fe1af38bab539ae83de90037', 'size': 1417675}",0.10450692792507164,2.651453657649533
trial_150_orthogonal_projection_alpha2.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/17-00-51,0.0,,text_dpp,True,3876.0,0.0,1770578999.424124,{'runtime': 3876},0.0998437339067459,19.371820197105407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.76,0.76,0.76,0.765,0.77,0.775,0.78,0.665,0.7,0.7,0.715,0.73,0.735,0.75,0.755,"{'_latest_artifact_path': 'wandb-client-artifact://dbazc2vw35micvzrbsi1sl2eqsat3dzxjq99qp678055f5ju5q63hpjm3upobbqgghn8n2oq2ul07j7ub1tw905dnhbyv5dualg8pg8mb8fsg6e7l0mpa8ex3jslff32:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://spi02yqnt3ldsj26i5c8jsyw583kxegxn3rah1olm9ogh0z04h52y0ezj1ysfd5gg01dlcdl0krdc9jtjzhyjgig9bae322blseaettze87kgh3qi4abgcgoipcl5601/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_9c858237757f7b387f43.table.json', 'sha256': '9c858237757f7b387f4395f08a1901a452dfc060a30db5f5d88d0c172aa70032', 'size': 1432615}",0.08845998162859499,2.441362965710581
trial_151_orthogonal_projection_alpha2.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-53,0.5,,text_dpp,True,4014.0,0.0,1770581202.6199188,{'runtime': 4014},0.13068313539028167,20.062075935602188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.795,0.795,0.795,0.795,0.8,0.805,0.805,0.67,0.705,0.72,0.735,0.745,0.765,0.78,0.785,"{'_latest_artifact_path': 'wandb-client-artifact://vbl53atgorti4jxdthuoq26oc2im2zp3duim85sdid65zbnvydh63qrlsdkkq1tblrzdobnyo8u47uzd5ds0rlk0q35et5jrg71hox0xvbibkoito0qnfnprt5pzak7f:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://sg7gce09oe1nvgz9wr439wxrq5om9g7r49bl3ytqefx2t3beiut1q5php92odk2320fux0bbbhid2ngm0c9egupavkk54cabv1j0r8divaudnlgda7v8qujaim38bg0w/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_326212bb0dea7546dab4.table.json', 'sha256': '326212bb0dea7546dab4c8bd14ed3d90cf0c9c37ecc0380553a8e8ceb1038ebf', 'size': 1427658}",0.1093626032724833,2.541314105447331
trial_152_orthogonal_projection_alpha2.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-01,1.0,,text_dpp,True,5017.0,0.0,1770583157.561109,{'runtime': 5017},0.17085544511675835,25.024639747142793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.795,0.8,0.805,0.825,0.825,0.835,0.835,0.665,0.7,0.73,0.74,0.76,0.77,0.78,0.79,"{'_latest_artifact_path': 'wandb-client-artifact://ugd4pf0yi2dm2wrr7w6bodlhqe3vbjslf66adn18sllbnuwmtpuix93y8dnja4lnrkth1vo0nn7mtgb273be624bdl6hc73kk2zhma9mljn1wuit9l0jj4mxx7m35ad9:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://hmvek40kp3gsl7g0bhan48yod68iysuo8pgf1jebngsg3hyvj3yawo9vba6uyqlgjp2disze2gnijdtmjzwo0pgkn99ihkjzgsq3v3v2rrsrrqkep0vi7hzxa533kiga/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_2f85a580dc93f499d8da.table.json', 'sha256': '2f85a580dc93f499d8da8427d3b12ba8b9b0fa9d7ae826f92ae56aae5037f29c', 'size': 1415280}",0.14937545101822536,2.641724060432428
trial_153_orthogonal_projection_alpha2.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/17-00-51,1.5,,text_dpp,True,4460.0,0.0,1770583466.4257896,{'runtime': 4460},0.25017848864197734,22.29250482082367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505,0.78,0.78,0.805,0.81,0.815,0.82,0.825,0.625,0.69,0.715,0.73,0.74,0.765,0.775,0.775,"{'_latest_artifact_path': 'wandb-client-artifact://3rfalu6iekapfhu15l27xf6rjnx39a4rtv2xgwee7ra916zlimyx69ytjb6to0225up8493w2vbhqk9kcp7nctsl88afscsi7oz1ux41r88hfuqox27y67wqerjq2esk:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://u0ozbhbd81bkipzatspn1nce6srse2ewdn1v6uvq81uiipzwdp4mwc6wi8x9i970rj1vgu8mhhv8vjxggacdzoo7kqpd0w9pd7paa7f9w1blzr4p3o1nucdyz1imw0hn/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_6906d4821efa9845dcbf.table.json', 'sha256': '6906d4821efa9845dcbf9f8ae5c917f79d5fad027b967a3a898f8ffe42c4af64', 'size': 1391049}",0.18014028499155244,2.8516174632057645
trial_154_orthogonal_projection_alpha2.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-53,2.0,,text_dpp,True,4011.0,0.0,1770585220.3608582,{'runtime': 4011},0.43814518839120864,20.04520927786827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.73,0.75,0.765,0.775,0.78,0.79,0.8,0.48,0.565,0.61,0.635,0.655,0.675,0.69,0.72,"{'_latest_artifact_path': 'wandb-client-artifact://25m2477t37fin927mztd5r5o4d7wldyfvx7ps4k6revqzx483d7t0hml79txruj0fbaj4qhdm1182x5ufmubf4g97tn3j4qzh0u8mo7xm11jqvoomncna2ymd6ntsweg:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://m1iex354kulu3t6nrktb3cws3mtr6dw3xf7pdxhp12uhxm0arrxw4c6fbnf0gsj3ek3w8mfuogsrcvoe1c2p6ddtvpojl05zl23snyzij3u8wkbl5ririp7mv1t70ze9/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_c68258f73ef3de808497.table.json', 'sha256': 'c68258f73ef3de808497d3115ae5611f81fd789dee64369729a2220e0daf3ee7', 'size': 1502022}",0.11084053405806736,2.538613640531211
trial_155_orthogonal_projection_alpha8.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'orthogonal_projection', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-06/16-52-01,0.0,,text_dpp,True,4426.0,0.0,1770587613.8851764,{'runtime': 4426},0.1304136848449707,22.06661678314209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.755,0.77,0.77,0.77,0.77,0.775,0.775,0.655,0.685,0.695,0.715,0.72,0.73,0.74,0.74,"{'_latest_artifact_path': 'wandb-client-artifact://wu435okeijysc4rinauh3aexo2pu1gmsn62tgk40igdq1z377ndnywu146pq54zeg26x8czc9cwblyyvgxcsuu43ju35shh28858i2njzmt8n6s493jw12yh2mrji1de:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://oztxkjxofzzorm9q3f2jeybojcv6k607jzxwozwtmqzwigy53fw3ifcff3qva9zzoim2p7etnmdkc1urryakbzr1zck2qkea90rztfhvrx3kfn6inrei8wf5rbgfrfkh/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_2b386010b64193881390.table.json', 'sha256': '2b386010b641938813902fa4acd6067908bb823f2c20607fb2cb2b647e7f4b14', 'size': 1440806}",0.0835365026221041,2.228121358157579
